Company Name,Original_Number,URL,is_b2b,is_b2b_reason,serves_1000,serves_1000_reason,found_number,sales_pitch,description,matched_golden_partner,match_reasoning,Industry,Matched Partner Description,Avg Leads Per Day,Rank,B2B Indicator,Phone Outreach Suitability,Target Group Size Assessment,Products/Services Offered,USP/Key Selling Points,Customer Target Segments,Business Model,Company Size Inferred,Innovation Level Indicators,Website Clarity Notes,Original Row Number,ScrapeStatus
CityLink,,http://www.city-link.ch,Yes,"The company is a ""bureau d’ingénierie en mobilité"" (engineering office in mobility) and offers services to other businesses, indicating a B2B focus.",Yes,"The company operates in the field of mobility solutions and mentions working with ""partenaires externes"" (external partners) and providing services such as ""Dimensionnement des réseaux et des infrastructures"" (Sizing of networks and infrastructures), suggesting a scalable operation that could potentially serve a large number of customers.",+41223356626,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Construction Tech, das eine App für digitale Vermessung und Navigation im Tiefbau anbietet und sich an Bauunternehmen richtet. Für dieses Unternehmen generieren wir täglich 5 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","CityLink is a Swiss engineering firm specializing in mobility solutions, founded in 2021 and based in Geneva. They operate throughout the Romandy region of Switzerland, offering expertise in urban mobility and related technical solutions. Their services encompass a wide range of activities, including planning (needs identification, feasibility studies, budget analysis), design (multimodal analysis, network organization, infrastructure dimensioning), technical development (specifications, execution projects, equipment selection, software and hardware development), implementation (coordination, installation, commissioning), and monitoring (audits, field surveys, traffic counts, training). CityLink emphasizes a systemic and integrated approach to mobility, offering customized solutions that consider environmental impact. They provide assistance to project owners and prioritize quality, offering a framework that balances professional and private life for their team. Their strengths include experience in Romandy, traffic management, and the integration of technical expertise with practical solutions.",SitePlan GmbH,"Ähnliche Ausrichtung auf Ingenieurwesen und Bauwesen.; SitePlan bietet Software für Vermessung und Navigation im Tiefbau, was sich mit CityLinks Planung und Design von Infrastruktur überschneidet.; Beide zielen auf die Optimierung von Prozessen im Bereich Infrastruktur ab.",Engineering,"Industry: Software for Civil Engineering / Construction Tech; Services/Products: An innovative app for digital surveying and navigation in civil engineering; Transforms digital construction plans into GPS-supported maps; GPS navigation in construction plans; Georeferenced photo documentation; Precise surveying with GNSS technology; Real-time collaboration.; Target Audience: Construction companies (specifically in civil engineering / underground construction).; Business Model: App-based software solution / Product-driven.; Company Size: Unknown/Not Specified; Innovation Level: Innovative app; Digital surveying and navigation solution; GPS-supported maps; GNSS technology; Real-time collaboration; Focus on digitalization and automation in civil engineering; ""Revolutionizes your way of working.""",5.0,11,True,True,Appears Medium,"Planning (needs identification, feasibility studies, budget analysis); Design (multimodal analysis, network organization, infrastructure dimensioning); Technical development (specifications, execution projects, equipment selection, software and hardware development); Implementation (coordination, installation, commissioning); Monitoring (audits, field surveys, traffic counts, training)",Systemic and integrated approach to mobility; Customized solutions that consider environmental impact; Experience in Romandy; Traffic management; Integration of technical expertise with practical solutions,Project owners,Service-oriented; Project-based consulting,Unknown/Not Specified,"CityLink emphasizes a systemic and integrated approach to mobility, offering customized solutions that consider environmental impact.",The business model and services are clearly articulated. The target audience is less specific but implied to be municipalities or other organizations managing urban mobility projects.,380.0,Success
Exit The Room,,http://www.exittheroom.de,Yes,"The text mentions 'Teambuilding' and 'Firmengeschenk für die Mitarbeiter unserer Partner!', indicating services offered to businesses.",Yes,"The text states 'Bis zu 200 Spieler können wir gleichzeitig betreuen – in Teams zu je max. 6 Spielern – und damit auch großen Einheiten ein gemeinsames, 60-minütiges Erlebnis ermöglichen.' and 'Heute sind wir in 8 Städten mit 15 Standorten und 48 Escape Rooms vertreten – auch in Ungarn – und begrüßen Spieler:innen aus der ganzen Welt.', suggesting a large-scale operation.",,,,,LLM Partner Matching Failed or No Match Found,Entertainment,,,,,True,Appears Large / >=500 potential,Escape room experiences; Remote team-building escape room experiences; Gift vouchers,"Immersive and challenging escape room experiences; Diverse themes and storylines; Multiple locations across Germany, Austria, and Hungary",Families; Friends; Colleagues; Beginners and experienced escape room enthusiasts,Direct-to-consumer entertainment,SME,"They cater to both beginners and experienced escape room enthusiasts, offering a range of difficulty levels. Exit the Room also provides remote team-building escape room experiences, accommodating up to 200 players simultaneously.",The business model and target audience are clearly articulated in the summary.,381.0,Success
La Campagnola Ristorante,'+49 351 28777830,http://www.la-campagnola-dd.com,No,"The text describes a restaurant and boutique hotel, indicating it primarily serves individual consumers.",No,"The text describes a single restaurant and boutique hotel in Dresden, suggesting a limited, local operation. There is no indication of serving a large number of customers.",,,,,Pre-qualification failed: Not_B2B,Retail Technology / Hospitality Technology,,,,,,,,,,,,,,382.0,Success
fit for school,,http://www.fitforschool.de,No,"The company provides tutoring, homework help, and school support, primarily targeting individual students and families, not businesses. There are no keywords indicating B2B services.",No,"The company operates in multiple locations (München, Augsburg, Pfaffenhofen, Olching) offering educational support, but the services are localized and do not indicate a capacity to serve over 1,000 customers. The text mentions 'Kleingruppen' (small groups) which suggests a limited scale.",,,,,Pre-qualification failed: Not_B2B,Service-Oriented (General B2B),,,,,,,,,,,,,,383.0,Success
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
Agricultural Consultant,,http://www.magros.at,Yes,"The text mentions ""Agrar Consultant"" and ""Unternehmensberatung"", indicating business consulting services.",Yes,"The text mentions ""Internationalisierung"" and serving clients in ""USA, Japan und Südamerika"", suggesting a capacity beyond a small, local operation.",+436644147864,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf die digitale Transformation von Industrieunternehmen spezialisiert hat, insbesondere im Bereich Wartung und Anlagenmanagement. Für dieses Unternehmen generieren wir täglich 8 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","MAG·ROS Unternehmensberatung e.U., operating as MAGROS Agricultural Consultant, is a sole proprietorship owned by Ing. Markus Habisch, based in Frauental, Austria. The company focuses on providing consulting, advisory, speaking, and sparring partner services within the agricultural sector. MAGROS assists companies in internationalization, particularly in markets like the USA, Japan, and South America, helping them analyze opportunities and build their organizations. The firm also specializes in brand sharpening to enhance brand attractiveness and strategic implementation to achieve goals pragmatically. Markus Habisch acts as a speaker on topics such as agricultural markets, international agricultural trade flows, and the impact of the EU-Green Deal and digitalization. As a sparring partner, MAGROS offers feedback and helps clients reflect on their ideas. The company aims to help agricultural businesses meet future requirements and actively shape the future of the agricultural world.",RODIAS GmbH,"Fokus auf die Beratung von Unternehmen, insbesondere im Bereich der digitalen Transformation.; Angebot von Beratungsdienstleistungen zur Prozessoptimierung und Effizienzsteigerung.; Mögliche Synergien bei der Unterstützung von Unternehmen in der Landwirtschaft bei der Anpassung an digitale Anforderungen.",Agricultural Consulting,"Industry: IT Consulting (specializing in digital transformation for industry, particularly maintenance and asset management); Services/Products: Customized IT solutions for maintenance, asset management, operation and dismantling of complex technical plants; Consulting services for maintenance; Free potential analysis; AI in maintenance; Predictive Maintenance; Augmented Reality for maintenance teams; Maintenance 4.0 solutions; Mobile apps for on-site maintenance; 360° Asset Lifecycle Management (consulting, implementation, service, support); Enterprise Asset Management (EAM) 4.0 solutions; Custom software development; Service & Support.; Target Audience: Industrial companies with complex technical plants requiring maintenance and asset management solutions.; Business Model: IT consulting; Project-based development of customized software solutions; Service and support (implementation, ongoing support).; Company Size: SME (General) / Medium; Innovation Level: Digital transformation; AI in maintenance; Predictive Maintenance; Augmented Reality; Maintenance 4.0; Analytics; Condition-Based Maintenance; Awarded as TOP 100 Innovator 2022.",8.0,19,True,True,Appears Medium,Consulting; Advisory; Speaking; Sparring partner services; Internationalization assistance; Brand sharpening; Strategic implementation,"Focus on the agricultural sector; Expertise in internationalization (USA, Japan, South America); Brand sharpening for enhanced attractiveness; Speaking engagements on agricultural topics",Agricultural businesses,Service-oriented; Project-based consulting,Startup,Focus on helping agricultural businesses meet future requirements and actively shape the future of the agricultural world.,The business model and target group are reasonably clear from the summary.,385.0,Success
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
RENT A SALESMAN©,'+49 7141 2987780,http://www.rent-a-salesman.eu,Yes,"The company focuses on 'Neukundenakquisition' (new customer acquisition) and 'Vertriebsoutsourcing' (sales outsourcing), indicating services for other businesses. They also mention 'Wiederverkäufer - Distributor Vertrieb' (reseller - distributor sales).",Yes,"The company operates 'regional, national und international tätiges Vertriebsnetzwerk' (regional, national and international sales network) and mentions 'Sales Force Unternehmen für die IT-Branche' (Sales Force company for the IT industry), suggesting a scalable operation.",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf digitale Transformation für Industrieunternehmen spezialisiert hat, insbesondere im Bereich Wartung und Anlagenmanagement. Für dieses Unternehmen generieren wir täglich 8 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","RENT A SALESMAN, led by Bernhard Sgoda, is a German IT sales service provider specializing in lead generation and new customer acquisition through cold calling, primarily for the ITK (IT and telecommunications) sector and related capital goods industries. Operating since 2002, they offer modular and scalable sales support packages, including lead generation, market development, and sales reinforcement. Their services encompass outbound sales, telemarketing, and the acquisition of new resellers and distributors. They target companies that need to enhance their sales activities, require expertise in acquiring customers for complex IT products, or seek interim sales management. RENT A SALESMAN provides both direct sales and interim solutions before hiring new sales staff. They emphasize their extensive experience in IT sales and sales outsourcing, particularly in cold calling, and highlight their ability to generate new customer potential through consistent lead contact and qualification. They position themselves as a sales partner, logistics partner, and success-oriented provider.",RODIAS GmbH,Gemeinsame Ausrichtung auf IT-Dienstleistungen und Beratung.; Fokus auf die Entwicklung kundenspezifischer IT-Lösungen.; Überschneidung im Bereich der digitalen Transformation und Prozessoptimierung.,IT Sales Services,"Industry: IT Consulting (specializing in digital transformation for industry, particularly maintenance and asset management); Services/Products: Customized IT solutions for maintenance, asset management, operation and dismantling of complex technical plants; Consulting services for maintenance; Free potential analysis; AI in maintenance; Predictive Maintenance; Augmented Reality for maintenance teams; Maintenance 4.0 solutions; Mobile apps for on-site maintenance; 360° Asset Lifecycle Management (consulting, implementation, service, support); Enterprise Asset Management (EAM) 4.0 solutions; Custom software development; Service & Support.; Target Audience: Industrial companies with complex technical plants requiring maintenance and asset management solutions.; Business Model: IT consulting; Project-based development of customized software solutions; Service and support (implementation, ongoing support).; Company Size: SME (General) / Medium; Innovation Level: Digital transformation; AI in maintenance; Predictive Maintenance; Augmented Reality; Maintenance 4.0; Analytics; Condition-Based Maintenance; Awarded as TOP 100 Innovator 2022.",8.0,19,True,True,Appears Large / >=500 potential,Lead generation; New customer acquisition; Cold calling; Market development; Sales reinforcement; Outbound sales; Telemarketing; Acquisition of new resellers and distributors; Interim sales management,Extensive experience in IT sales and sales outsourcing; Ability to generate new customer potential through consistent lead contact and qualification; Modular and scalable sales support packages,Companies that need to enhance their sales activities; Companies that require expertise in acquiring customers for complex IT products; Companies that seek interim sales management; ITK sector; Related capital goods industries,Service-oriented; Sales outsourcing and consulting,Unknown/Not Specified,,The business model and target audience are clearly articulated in the summary.,389.0,Success
