Company Phone,Website,Industry,# Employees,Company,original_index,is_b2b,serves_1000,sales_pitch,matched_golden_partner,match_reasoning
'+41 41 562 58 38,http://www.deltaconx.com,information technology & services,15,deltaconX AG,78,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich SaaS-Software für Steuerberater, das ebenfalls die Digitalisierung des Dokumentenaustauschs zwischen Steuerberatern und Mandanten vereinfacht. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",DIGI-BEL,Gemeinsame Zielgruppe: Steuerberater und deren Mandanten.; Ähnliche technologische Ausrichtung: SaaS-Plattform für die Digitalisierung des Dokumentenaustauschs.; Fokus auf die Vereinfachung und Automatisierung von Prozessen im Bereich der Steuerberatung.
'+41 21 625 77 01,http://www.aquamed.ch,medical practice,25,Aquamed SA,79,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich E-Learning für das Gesundheits- und Sozialwesen, das sich an Reha-Einrichtungen und andere Gesundheitseinrichtungen richtet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Relias Learning GmbH,Gemeinsame Zielgruppe: Gesundheits- und Sozialwesen (inkl. Reha-Einrichtungen); Ähnliche Dienstleistungen: Fitness- und Gesundheitsprogramme vs. E-Learning-Lösungen für Gesundheitsberufe; Beide bieten Lösungen zur Weiterbildung und Kompetenzentwicklung an.
'+49 30 8687780,http://www.drkservice.de,marketing & advertising,30,DRK-Service GmbH,84,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich E-Learning für den Gesundheits- und Sozialdienstleistungssektor, das digitale Lernplattformen für Krankenhäuser, Pflegeheime und soziale Einrichtungen anbietet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Relias Learning GmbH,"Gemeinsame Ausrichtung auf den Gesundheits- und Sozialdienstleistungssektor.; Beide bieten digitale Lernplattformen und E-Learning-Lösungen an.; DRK bietet E-Learning-Module, Relias Learning spezialisierte E-Learning-Lösungen."
,http://www.k-juergensen.de,transportation/trucking/railroad,24,KARL JÜRGENSEN,85,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich digitale Logistiklösungen, das sich an Unternehmen in der Logistik- und Transportbranche richtet, die ihre Prozesse effizienter gestalten möchten. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",NxtLog,Gemeinsame Branche: Logistik und Transport.; Ähnliche Produkte/Services: Digitale Lösungen für Logistikprozesse und Supply Chain Management.; Zielgruppe: Unternehmen in der Logistik- und Transportbranche.
,http://www.handelsverband-nrw.de,retail,30,Handelsverband NRW,88,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich digitale Personalrekrutierung im Gesundheitswesen, das ebenfalls Arbeitgeber im Gesundheitswesen anspricht. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",MEDWING GmbH,"Gemeinsame Zielgruppe: Arbeitgeber im Gesundheitswesen.; MEDWING bietet eine digitale Rekrutierungsplattform für Fachkräfte im Gesundheitswesen, was für den Einzelhandelsverband relevant ist, da dieser auch Arbeitgeber in Deutschland repräsentiert.; Überschneidung im Bereich Personalrekrutierung und -vermittlung."
'+41 32 387 44 00,http://www.bautec.ch,architecture & planning,16,BAUTEC AG,91,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Construction Tech, das eine innovative App für digitale Vermessung und Navigation im Tiefbau anbietet und sich an Bauunternehmen richtet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",SitePlan GmbH,"Gemeinsame Branche: Baugewerbe und Bauingenieurwesen.; Ähnliche Produkte/Services: Digitale Vermessung und Navigation auf Baustellen.; Zielgruppe: Bauunternehmen, insbesondere im Tiefbau."
'+41 31 311 08 06,http://www.gfsbern.ch,market research,25,gfs.bern,92,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Medien und Verlagswesen, das ebenfalls kleine und mittelständische Unternehmen (KMU) anspricht. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Schlütersche Verlagsgesellschaft mbH & Co. KG,"Gemeinsame Zielgruppe: Kleine und mittelständische Unternehmen (KMU); Schlütersche bietet Online-Marketing-Dienstleistungen an, die für die Zielgruppe von GFS Bern relevant sein könnten.; GVS Bern bietet Dienstleistungen für Unternehmen an, Schlütersche bietet Marketing für Unternehmen an."
'+41 71 388 68 68,http://www.eastphone.ch,information technology & services,18,eastphone ag,99,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Dienstleistungen, das ebenfalls Seniorenresidenzen und Pflegeeinrichtungen mit innovativen Schwesternrufsystemen und schneller Datennetzinfrastruktur bedient. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",visitronic GmbH,Gemeinsame Branche: IT-Dienstleistungen; Ähnliche Produkte/Services: Planung und Einrichtung von schnellen Datennetzen (inkl. VoIP-Telefonie) und Beratung und Implementierung von innovativen Schwesternrufsystemen.; Gemeinsame Zielgruppe: Seniorenresidenzen und Pflegeeinrichtungen (für Schwesternrufsysteme)
'+49 89 61372530,http://www.feno.com,electrical/electronic manufacturing,30,feno GmbH,108,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Automatisierungstechnik, das Verpackungs- und Palettierungsmaschinen für die Automobilindustrie herstellt. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",project Service & Produktion GmbH,"Gemeinsame Zielgruppe: Automobilindustrie (indirekt durch Nennung anderer Industriezweige); Ähnliche Produkte/Services: Automatisierungstechnologie, Robotik; Überschneidung bei kundenspezifischen Lösungen"
,http://www.torkret.de,construction,28,Torkret GmbH,111,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Software für Bauingenieurwesen, das sich ebenfalls an Bauunternehmen im Bausektor richtet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",SitePlan GmbH,"Ähnliche Branche: Baugewerbe/Bauindustrie.; SitePlan bietet Software für Bauingenieurwesen an, während Torkret Restaurierungsdienste für Bauwerke anbietet.; Beide zielen auf Unternehmen im Bausektor ab."
'+49 9191 736290,http://www.assdev.de,electrical/electronic manufacturing,15,ASSDEV GmbH,113,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf die digitale Transformation im Industriesektor spezialisiert hat und ebenfalls Industrieunternehmen mit komplexen technischen Anlagen als Zielgruppe hat. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",RODIAS GmbH,Überschneidung im Bereich der Industrie: RODIAS bietet IT-Beratung für die digitale Transformation in der Industrie an.; Ähnliche Dienstleistungen: Beide Unternehmen bieten Engineering-Dienstleistungen und kundenspezifische Softwareentwicklung an.; Gemeinsamer Fokus: Beide zielen auf die Optimierung von Prozessen und Anlagen in Industrieunternehmen ab.
'+49 237 182860,http://www.boehm-kabel.de,electrical/electronic manufacturing,29,böhm Kabel Germany,116,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich digitale Logistiklösungen, das Software zur Optimierung und Automatisierung von Logistikprozessen für Unternehmen im Transport- und Supply Chain Management Bereich anbietet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",NxtLog,"Ähnliche Ausrichtung auf Logistik und Transport: Boehm Kabel bietet Logistikdienstleistungen an, während NxtLog digitale Lösungen für diesen Sektor bereitstellt.; Fokus auf Effizienzsteigerung und Automatisierung von Prozessen.; Überschneidung im Bereich Supply Chain Management durch intelligente Tracking- und Überwachungssysteme."
,http://www.buck.lighting,electrical/electronic manufacturing,25,BUCK Lighting,119,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Healthcare-Technologie, das interaktive Aktivitätstische für Pflegeeinrichtungen anbietet, die sich an Senioren und Menschen mit kognitiven Beeinträchtigungen richten. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",De BeleefTV,"Gemeinsame Zielgruppe: Pflegeeinrichtungen, die sich an Senioren und Menschen mit kognitiven Beeinträchtigungen richten.; Ähnlicher Fokus auf den Gesundheitssektor.; Beide bieten Lösungen für den Gesundheitsbereich an."
'+49 354 187100,http://www.complus.de,telecommunications,17,Complus GmbH,124,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Dienstleistungen und Telekommunikation, das sich auf die Einrichtung von Datennetzen und VoIP-Telefonie spezialisiert hat und unter anderem Senioreneinrichtungen und Pflegeeinrichtungen betreut. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",visitronic GmbH,"Gemeinsame Branche: IT-Dienstleistungen und Telekommunikation (VoIP); visitronic bietet innovative Schwesternrufsysteme für Senioreneinrichtungen und Pflegeeinrichtungen an, was eine potenzielle Synergie mit Unified Communications-Lösungen darstellt.; visitronic bietet Planung und Einrichtung von schnellen Datennetzen (inkl. VoIP-Telefonie) an."
,http://www.vosla.com,electrical/electronic manufacturing,28,vosla GmbH,128,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich E-Learning für das Gesundheitswesen, das ebenfalls Krankenhäuser, Pflegeheime und medizinisches Fachpersonal anspricht. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Relias Learning GmbH,"Gemeinsame Zielgruppe im Gesundheitswesen (Krankenhäuser, Pflegeheime, medizinisches Fachpersonal); Ähnliche Ausrichtung auf den Healthcare-Sektor; Fokus auf digitale Lösungen und E-Learning im Gesundheitsbereich"
'+49 884 179705,http://www.iatl.co,higher education,27,IATL Europe,133,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Unternehmensberatung für Prozessoptimierung und Leadership Development, das sich an Produktionsfirmen und Dienstleister richtet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Denkmal Zukunft GmbH & Co. KG,"Direkte Überschneidung im Bereich Leadership Development.; Fokus auf Team Performance Optimierung, was für Führungskräfte relevant ist.; Angebot von Strategie- und Visionsentwicklung, passend für Unternehmer und Führungskräfte."
'+49 511 911010,http://www.hbc-service.de,facilities services,20,HBC Service,134,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Dienstleistungen und Smart-Home-Technologie, das sich auf die Implementierung und technische Systemrealisierung von Produkten in IT-Systemen spezialisiert hat und unter anderem auch Altenheime und Pflegeeinrichtungen betreut. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",visitronic GmbH,Überschneidung im Bereich IT-Dienstleistungen.; Spezialisierung auf innovative Rufsysteme für Pflegeeinrichtungen.; Relevanz für Smart-Home-Technologien im Kontext von Facility Services.
,http://www.inthecybergroup.com,computer & network security,27,InTheCyber Group,137,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Consulting, das sich auf die Digitalisierung von Wartungsprozessen und Anlagenmanagement für Unternehmen mit komplexen technischen Anlagen spezialisiert hat. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",RODIAS GmbH,Überschneidung im Bereich IT-Dienstleistungen und Consulting.; Fokus auf die Digitalisierung von Prozessen.; Angebot von Sicherheitslösungen für komplexe technische Anlagen.
'+49 40 50018230,http://www.objektus.de,real estate,27,Objektus GmbH,140,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Dienstleistungen und Smart-Home-Technologie, das sich ebenfalls an Wohngebäude und Pflegeeinrichtungen richtet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",visitronic GmbH,"Gemeinsame Zielgruppe: Senior residences and care facilities (Pflegeeinrichtungen).; visitronic bietet innovative Rufsysteme für Pflegekräfte an, was gut zu den Lösungen für Wohngebäude von Objektus passt.; Objektus bietet Geräteinstallation und -support, was mit den IT-Dienstleistungen von visitronic übereinstimmt."
'+49 177 4641974,http://www.nimmsta.com,machinery,25,NIMMSTA,141,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Automatisierung, das sich auf Paketautomatisierung und Sortiersysteme für die Intralogistik spezialisiert hat. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",BlueCrest Inc.,Gemeinsame Ausrichtung auf Automatisierungslösungen.; Überschneidung im Bereich Intralogistik durch Paketautomatisierung.; Ähnliche Produkte/Services: Automatisierte Sortiersysteme.
